Asset #,Project Number,Project Name,Location,Property Type,Beds/Rooms/Units,Acres,Square Feet,Stories,Year Built / Renovated,Asset Mgr,Start,Draft,Final,Immediate,Short Term,Capital Reserve,PCA,PCA Cost,ESA,ESA Cost,PML,PML Cost,# of Docs,Client,Portfolio,Vendor,Link,"","","","","",""
21-322552.13,21-322552.13,Dollar General,"410 7th East Avenue, Redfield, SD 57469","Retail, office, industrial","","","9,366",1,2014,,"June 03, 2021","June 25, 2021","January 21, 2022","$9,500.00",$0.00,"$12,400.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331772,,,,,,
21-322552.14,21-322552.14,Dollar General,"14140 West Highway 40, Ocala, FL 34481",Retail,"",0,0,1,2014,,"June 03, 2021","June 25, 2021","January 21, 2022","$6,800.00",$0.00,"$59,370.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331773,,,,,,
21-322552.15,21-322552.15,Dollar General,"1105 North State Street, Gladwin, MI 48624",Retail,"",0,0,1,2013,,"June 03, 2021","June 25, 2021","January 21, 2022","$5,700.00",$0.00,"$46,000.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331774,,,,,,
21-322552.16,21-322552.16,Dollar General,"6908 Lakeshore Road, Lexington, MI 48450",Retail,"",0,0,1,2013,,"June 03, 2021","June 25, 2021","January 21, 2022","$9,300.00",$0.00,"$34,000.00",x,,x,,,,5,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331777,,,,,,
21-322552.17,21-322552.17,Dollar General,"3417 22nd Street, St. Joseph, MO 64503",Retail,"",0,0,1,2013,,"June 03, 2021","June 25, 2021","January 21, 2022","$15,800.00",$0.00,"$66,400.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331778,,,,,,
21-322552.18,21-322552.18,Dollar General,"10601 East 23rd Street, Independence, MO 64052",Retail,"",0,0,1,2013,,"June 03, 2021","June 25, 2021","January 21, 2022","$71,756.00",$0.00,"$67,600.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331779,,,,,,
21-322552.19,21-322552.19,Dollar General,"8160 North Oak Trafficway, Kansas City, MO 64118",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331782,,,,,,
21-322552.20,21-322552.20,Dollar General,"5757 Troost Avenue, Kansas City, MO 64110",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331783,,,,,,
21-322552.21,21-322552.21,Dollar General,"4038 North Grand Boulevard, St. Louis, MO 63107",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331784,,,,,,
21-322552.22,21-322552.22,Dollar General,"663 East Ferry Street, Buffalo, NY 14211",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331785,,,,,,
21-322552.23,21-322552.23,Dollar General,"994 Brown Street, Akron, OH 44311",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331786,,,,,,
21-322552.24,21-322552.24,Dollar General,"1596 Parsons Avenue, Columbus, OH 43207",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331787,,,,,,
21-322552.25,21-322552.25,Dollar General,"25 South High Street, Glouster, OH 45732",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331788,,,,,,
21-322552.26,21-322552.26,Dollar General,"508 East Main Street, Junction City, OH 43748",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331789,,,,,,
21-322552.27,21-322552.27,Dollar General,"1455 Gears Road, Houston, TX 77067",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331790,,,,,,
21-322552.28,21-322552.28,Dollar General,"1011 West Business Highway 83, Mission, TX 78572",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331791,,,,,,
21-322552.29,21-322552.29,Dollar General,"21735 Aldine Westfield Road, Spring, TX 77073",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331792,,,,,,
21-322552.30,21-322552.30,Dollar General,"2905 North Westgate Drive, Weslaco, TX 78599",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331793,,,,,,
21-322552.31,21-322552.31,Dollar General,"410 7th East Avenue, Redfield, SD 57469",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331795,,,,,,
21-322552.32,21-322552.32,Dollar General,"14140 West Highway 40, Ocala, FL 34481",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331796,,,,,,
21-322552.33,21-322552.33,Dollar General,"1105 North State Street, Gladwin, MI 48624",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331797,,,,,,
21-322552.34,21-322552.34,Dollar General,"6908 Lakeshore Road, Lexington, MI 48450",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331798,,,,,,
21-322552.35,21-322552.35,Dollar General,"3417 22nd Street, St. Joseph, MO 64503",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331799,,,,,,
21-322552.36,21-322552.36,Dollar General,"10601 East 23rd Street, Independence, MO 64052",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331800,,,,,,
21-322552.37,21-322552.37,Dollar General,"8160 North Oak Trafficway, Kansas City, MO 64118",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331802,,,,,,
21-322552.38,21-322552.38,Dollar General,"5757 Troost Avenue, Kansas City, MO 64110",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331803,,,,,,
21-322552.39,21-322552.39,Dollar General,"4038 North Grand Boulevard, St. Louis, MO 63107",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331804,,,,,,
21-322552.40,21-322552.40,Dollar General,"663 East Ferry Street, Buffalo, NY 14211",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331808,,,,,,
21-322552.41,21-322552.41,Dollar General,"994 Brown Street, Akron, OH 44311",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331809,,,,,,
21-322552.42,21-322552.42,Dollar General,"1596 Parsons Avenue, Columbus, OH 43207",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331810,,,,,,
21-322552.43,21-322552.43,Dollar General,"25 South High Street, Glouster, OH 45732",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331811,,,,,,
21-322552.44,21-322552.44,Dollar General,"508 East Main Street, Junction City, OH 43748",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331813,,,,,,
21-322552.45,21-322552.45,Dollar General,"1455 Gears Road, Houston, TX 77067",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331814,,,,,,
21-322552.46,21-322552.46,Dollar General,"1011 West Business Highway 83, Mission, TX 78572",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331815,,,,,,
21-322552.47,21-322552.47,Dollar General,"21735 Aldine Westfield Road, Spring, TX 77073",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331816,,,,,,
21-322552.48,21-322552.48,Dollar General,"2905 North Westgate Drive, Weslaco, TX 78599",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331817,,,,,,
21-322552.49,21-322552.49,Dollar General,"410 7th East Avenue, Redfield, SD 57469",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331818,,,,,,
21-322552.50,21-322552.50,Dollar General,"14140 West Highway 40, Ocala, FL 34481",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331819,,,,,,
21-322552.51,21-322552.51,Dollar General,"1105 North State Street, Gladwin, MI 48624",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331820,,,,,,
21-322552.52,21-322552.52,Dollar General,"6908 Lakeshore Road, Lexington, MI 48450",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331821,,,,,,
21-322552.53,21-322552.53,Dollar General,"3417 22nd Street, St. Joseph, MO 64503",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331823,,,,,,
21-322552.54,21-322552.54,Dollar General,"10601 East 23rd Street, Independence, MO 64052",Retail,"",0,0,"","",,"June 03, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/331825,,,,,,
21-323242.1,21-323242.1,Learning Care,"1090 Pebble Hill Rd., DOYLESTOWN, PA 18901",Office,"","","3,000",1,1982,,"June 09, 2021","June 28, 2021","September 15, 2021","$152,950.00",$0.00,"$85,381.25",x,,x,,,,4,Learning Care Group,Learning Care Group PA (2 Pack),,https://www.SiteLynx.net/projects/333746,,,,,,
21-323242.2,21-323242.2,Kinder Works,"36 W. Ridge Pike, LIMERICK, PA 19468",Office,"","","10,050",1,2009,,"June 09, 2021","June 28, 2021","September 15, 2021","$27,500.00",$0.00,"$108,070.00",x,,x,,,,4,Learning Care Group,Learning Care Group PA (2 Pack),,https://www.SiteLynx.net/projects/333747,,,,,,
21-323242.3,21-323242.3,Learning Care,"1090 Pebble Hill Rd, DOYLESTOWN, PA 18901",Recreational,"",0,0,"","",,"June 09, 2021",,,,,,,,,,,,2,Learning Care Group,,,https://www.SiteLynx.net/projects/333748,,,,,,
21-323242.4,21-323242.4,Kinder Works,"36 W. Ridge Pike, LIMERICK, PA 19468",Recreational,"",0,0,"","",,"June 09, 2021",,,,,,,,,,,,2,Learning Care Group,,,https://www.SiteLynx.net/projects/333749,,,,,,
21-323242.5,21-323242.5,Learning Care,"1090 Pebble Hill Rd, DOYLESTOWN, PA 18901",Recreational,"",0,0,"","",,"June 09, 2021",,,,,,,,,,,,2,Learning Care Group,,,https://www.SiteLynx.net/projects/333752,,,,,,
21-323242.6,21-323242.6,Kinder Works,"36 W. Ridge Pike, LIMERICK, PA 19468",Recreational,"",0,0,"","",,"June 09, 2021",,,,,,,,,,,,2,Learning Care Group,,,https://www.SiteLynx.net/projects/333754,,,,,,
21-322803.1,21-322803.1,Former ShopKo Store/ RIC 1014,"216 Main Avenue NE, Warroad, MN 56763",Other,"",0,0,"","",,"May 26, 2021","June 24, 2021",,,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/329173,,,,,,
21-323201.1,21-323201.1,Burlington Coat Factory - Van Nuys,"7886 Van Nuys Boulevard, VAN NUYS, CA 91402",Retail,"",3.8,"","","",,"June 01, 2021",,,,,,x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/330367,,,,,,
21-323201.2,21-323201.2,Burlington Coat Factory - Van Nuys,"7886 Van Nuys Boulevard, VAN NUYS, CA 94102",Retail,"",3.8,"","","",,"June 01, 2021",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/330368,,,,,,
21-323201.3,21-323201.3,Burlington Coat Factory - Van Nuys,"7886 Van Nuys Boulevard, VAN NUYS, CA 94102",Retail,"",3.8,"","","",,"June 01, 2021",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/330369,,,,,,
21-315767.1,21-315767.1,Midwest Eye Consultants,"17615 S.R. 23, SOUTH BEND, IN 46635",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 10, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332944,,,,,,
21-315767.2,21-315767.2,Midwest Eye Consultants,"13197 S. R. 23, GRANGER, IN 46530",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 10, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332945,,,,,,
21-315767.3,21-315767.3,Midwest Eye Consultants,"220 N. Ironwood Dr, SOUTH BEND, IN 46615",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 10, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332946,,,,,,
21-315767.4,21-315767.4,Midwest Eye Consultants,"4020 Edison Lakes Pkwy, MISHAWAKA, IN 46545",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/332947,,,,,,
21-315767.5,21-315767.5,Midwest Eye Consultants,"328 S Main Street, MISHAWAKA, IN 64544",Retail,"",0,0,"","",,"June 08, 2021","August 10, 2021","November 08, 2021",,,,x,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/332948,,,,,,
21-315767.6,21-315767.6,Midwest Eye Consultants,"301 J St., LA PORTE, IN 46350",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/332949,,,,,,
21-315767.7,21-315767.7,Midwest Eye Consultants,"2317 Franklin St., MICHIGAN CITY, IN 46360",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 12, 2021",,,,x,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/332950,,,,,,
21-315767.8,21-315767.8,Midwest Eye Consultants,"1814 W. Laskey Rd., TOLEDO, OH 43613",Retail,"",0,0,"","",,"June 08, 2021","June 28, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332951,,,,,,
21-315767.9,21-315767.9,Midwest Eye Consultants,"3509 Briarfield Blvd, MAUMEE, OH 43537",Retail,"",0,0,"","",,"June 08, 2021","June 28, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332952,,,,,,
21-315767.10,21-315767.10,Midwest Eye Consultants,"712 Cameron Woods Dr., ANGOLA, IN 46703",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332953,,,,,,
21-315767.11,21-315767.11,Midwest Eye Consultants,"750 N. Grandstaff Dr., AUBURN, IN 46706",Retail,"",0,0,"","",,"June 08, 2021","June 25, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332954,,,,,,
21-315767.12,21-315767.12,Midwest Eye Consultants,"7747 W Jefferson Blvd, FORT WAYNE, IN 46804",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332955,,,,,,
21-315767.13,21-315767.13,Midwest Eye Consultants,"7755 W Jefferson Blvd, FORT WAYNE, IN 46804",Retail,"",0,0,"","",,"June 08, 2021","June 23, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332956,,,,,,
21-315767.14,21-315767.14,Midwest Eye Consultants,"1601 E Paulding Rd, FORT WAYNE, IN 46816",Retail,"",0,0,"","",,"June 08, 2021","June 25, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332957,,,,,,
21-315767.15,21-315767.15,Midwest Eye Consultants,"9426 Lima Rd, FORT WAYNE, IN 46818",Retail,"",0,0,"","",,"June 08, 2021","June 25, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332958,,,,,,
21-315767.16,21-315767.16,Midwest Eye Consultants,"2001 Reed Rd, FORT WAYNE, IN 46815",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332959,,,,,,
21-315767.17,21-315767.17,Midwest Eye Consultants,"1240 Medical Park Dr, FORT WAYNE, IN 46825",Retail,"",0,0,"","",,"June 08, 2021","June 25, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332960,,,,,,
21-315767.18,21-315767.18,Midwest Eye Consultants,"710 S 13th St, DECATUR, IN 46733",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332961,,,,,,
21-315767.19,21-315767.19,Midwest Eye Consultants,"1201 S.R. 114 E, NORTH MANCHESTER, IN 46962",Retail,"",0,0,"","",,"June 08, 2021","June 28, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332962,,,,,,
21-315767.20,21-315767.20,Midwest Eye Consultants,"2260 Main St, ROCHESTER, IN 46975",Retail,"",0,0,"","",,"June 08, 2021","June 28, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/332963,,,,,,
21-315767.21,21-315767.21,Midwest Eye Consultants,"835 N. Cass St, WABASH, IN 46992",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/332964,,,,,,
21-315767.22,21-315767.22,Midwest Eye Consultants,"807 N. Cass St, WABASH, IN 46992",Retail,"",0,0,"","",,"June 08, 2021","June 25, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/332965,,,,,,
21-315767.23,21-315767.23,Midwest Eye Consultants,"3647 W. Old 24, WABASH, IN 46992",Retail,"",0,0,"","",,"June 08, 2021","June 25, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/332966,,,,,,
21-315767.24,21-315767.24,Midwest Eye Consultants,"935 W. Main St, PERU, IN 46970",Retail,"",0,0,"","",,"June 08, 2021","June 29, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332968,,,,,,
21-315767.25,21-315767.25,Midwest Eye Consultants,"2500 E Market St, LOGANSPORT, IN 46947",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332969,,,,,,
21-315767.26,21-315767.26,Midwest Eye Consultants,"1601 W. Lincoln Rd, KOKOMO, IN 46902",Retail,"",0,0,"","",,"June 08, 2021","June 23, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332970,,,,,,
21-315767.27,21-315767.27,Midwest Eye Consultants,"2705 S. Berkley Rd, KOKOMO, IN 46902",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332971,,,,,,
21-315767.28,21-315767.28,Midwest Eye Consultants,"300 W. Walnut St, KOKOMO, IN 46901",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 16, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332972,,,,,,
21-315767.29,21-315767.29,Midwest Eye Consultants,"215 E. Jefferson St, TIPTON, IN 46702",Retail,"",0,0,"","",,"June 08, 2021","June 23, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332974,,,,,,
21-315767.30,21-315767.30,Midwest Eye Consultants,"3510 S. Western Ave, MARION, IN 46953",Retail,"",0,0,"","",,"June 08, 2021","June 23, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332976,,,,,,
21-315767.31,21-315767.31,Midwest Eye Consultants,"1400 N. Baldwin Ave, MARION, IN 46952",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332978,,,,,,
21-315767.32,21-315767.32,Midwest Eye Consultants,"525 Sheridan Rd, NOBLESVILLE, IN 46060",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332979,,,,,,
21-315767.33,21-315767.33,Midwest Eye Consultants,"5319 S. Emerson Ave, INDIANAPOLIS, IN 46237",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332980,,,,,,
21-315767.34,21-315767.34,Midwest Eye Consultants,"510 Saraina Rd, SHELBYVILLE, IN 46176",Retail,"",0,0,"","",,"June 08, 2021","June 24, 2021","August 11, 2021",,,,x,,x,,,,2,Realty Income Corporation,Midwest Eye Portfolio,,https://www.SiteLynx.net/projects/332981,,,,,,
